@relation arabicReadingDifficulty

@attribute sentence_length NUMERIC
@attribute lexical_diversity NUMERIC
@attribute p95 NUMERIC
@attribute mean NUMERIC
@attribute median NUMERIC
@attribute noun NUMERIC
@attribute verb NUMERIC
@attribute prep NUMERIC
@attribute part NUMERIC
@attribute conj NUMERIC
@attribute adv NUMERIC	
@attribute adj NUMERIC
@attribute word_length NUMERIC
@attribute difficulty {1.0, 2.0, 3.0, 4.0}

@data 
30.625,0.2979591836734694,1110144,257019.90322580645,32723.0,0.5836734693877551,0.12244897959183673,0.08571428571428572,0.0163265306122449,0.08979591836734693,0.024489795918367346,0.05714285714285714,4.395918367346939,2.0
40.0,0.3,924823,289410.92307692306,23479.0,0.5,0.0,0.25,0.0,0.0,0.0,0.125,5.75,1.0
15.4375,0.582995951417004,924823,160048.31645569621,8452.0,0.5182186234817814,0.08502024291497975,0.12550607287449392,0.012145748987854251,0.012145748987854251,0.0,0.15384615384615385,5.137651821862348,1.0
20.0,0.9,744903,81591.21428571429,6972.0,0.6,0.1,0.1,0.0,0.0,0.0,0.15,8.95,1.0
21.0,0.8809523809523809,924823,82310.53846153847,10960.0,0.5476190476190477,0.09523809523809523,0.07142857142857142,0.0,0.023809523809523808,0.0,0.23809523809523808,10.214285714285714,1.0
14.5,1.0,924823,89678.0,4001.0,0.5172413793103449,0.1724137931034483,0.06896551724137931,0.0,0.06896551724137931,0.0,0.10344827586206896,8.724137931034482,1.0
26.0,0.9615384615384616,924823,166746.73684210525,13224.0,0.5,0.07692307692307693,0.11538461538461539,0.0,0.0,0.0,0.23076923076923078,8.846153846153847,1.0
11.5,0.8695652173913043,744903,88099.6875,7461.0,0.5652173913043478,0.21739130434782608,0.08695652173913043,0.0,0.0,0.0,0.13043478260869565,4.782608695652174,1.0
10.1,0.5841584158415841,924823,167486.16129032258,9660.0,0.5742574257425742,0.0594059405940594,0.12871287128712872,0.0,0.019801980198019802,0.009900990099009901,0.1188118811881188,6.811881188118812,1.0
14.333333333333334,0.45348837209302323,924823,183786.75862068965,7756.0,0.5116279069767442,0.05813953488372093,0.1511627906976744,0.011627906976744186,0.0,0.0,0.11627906976744186,6.755813953488372,1.0
19.0,0.8,744903,102663.45614035087,6061.0,0.6210526315789474,0.12631578947368421,0.06315789473684211,0.0,0.021052631578947368,0.0,0.08421052631578947,9.631578947368421,1.0
18.5,0.5540540540540541,924823,177892.875,9340.0,0.4864864864864865,0.10810810810810811,0.14864864864864866,0.013513513513513514,0.02702702702702703,0.02702702702702703,0.0945945945945946,7.5,1.0
9.0,0.9444444444444444,35671,9310.727272727272,6761.0,0.5,0.16666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,9.055555555555555,1.0
15.0,0.9333333333333333,924823,216516.7,6201.0,0.4666666666666667,0.13333333333333333,0.2,0.0,0.0,0.0,0.13333333333333333,4.8,1.0
15.875,0.8188976377952756,924823,150230.93975903615,13237.0,0.5275590551181102,0.14173228346456693,0.11023622047244094,0.0,0.007874015748031496,0.007874015748031496,0.14960629921259844,8.952755905511811,2.0
15.8,0.7025316455696202,924823,176581.801980198,8547.0,0.4050632911392405,0.11392405063291139,0.13291139240506328,0.0,0.0379746835443038,0.0189873417721519,0.2088607594936709,5.037974683544304,2.0
16.857142857142858,0.7457627118644068,924823,78087.375,5065.0,0.6610169491525424,0.09322033898305085,0.05084745762711865,0.00847457627118644,0.025423728813559324,0.0,0.13559322033898305,5.398305084745763,2.0
18.0,0.8194444444444444,744903,153530.2619047619,13879.0,0.4444444444444444,0.18055555555555555,0.09722222222222222,0.013888888888888888,0.05555555555555555,0.0,0.1388888888888889,4.777777777777778,2.0
21.2,0.8018867924528302,924823,153191.67105263157,7316.0,0.5377358490566038,0.12264150943396226,0.12264150943396226,0.0,0.0,0.0,0.1792452830188679,9.056603773584905,2.0
30.0,0.6933333333333334,744903,99452.47126436782,7919.0,0.49333333333333335,0.13333333333333333,0.11333333333333333,0.006666666666666667,0.04,0.0,0.18666666666666668,9.466666666666667,2.0
8.454545454545455,0.5806451612903226,924823,204446.2372881356,9507.0,0.5053763440860215,0.08602150537634409,0.15053763440860216,0.010752688172043012,0.010752688172043012,0.0,0.10752688172043011,8.021505376344086,2.0
8.5,0.9411764705882353,35671,9666.363636363636,6761.0,0.5294117647058824,0.17647058823529413,0.11764705882352941,0.0,0.058823529411764705,0.0,0.11764705882352941,8.411764705882353,2.0
30.2,0.7682119205298014,744903,138581.76237623763,10807.0,0.5165562913907285,0.1456953642384106,0.10596026490066225,0.026490066225165563,0.019867549668874173,0.0,0.11258278145695365,8.642384105960264,2.0
18.166666666666668,0.8348623853211009,924823,125089.78181818181,6738.0,0.5412844036697247,0.09174311926605505,0.11009174311926606,0.009174311926605505,0.0,0.0,0.2018348623853211,9.064220183486238,2.0
21.0,0.8285714285714286,744903,122400.41176470589,7546.0,0.5142857142857142,0.10476190476190476,0.10476190476190476,0.02857142857142857,0.0380952380952381,0.0,0.2,9.914285714285715,2.0
22.6,0.7787610619469026,924823,106054.43243243243,7499.0,0.5575221238938053,0.08849557522123894,0.07079646017699115,0.008849557522123894,0.017699115044247787,0.0,0.18584070796460178,9.601769911504425,2.0
28.0,0.8452380952380952,924823,129138.82352941176,11306.0,0.5238095238095238,0.08333333333333333,0.10714285714285714,0.011904761904761904,0.011904761904761904,0.0,0.2261904761904762,9.202380952380953,2.0
25.5,0.7254901960784313,924823,178695.83582089553,13854.0,0.4803921568627451,0.12745098039215685,0.12745098039215685,0.00980392156862745,0.06862745098039216,0.0,0.11764705882352941,8.22549019607843,2.0
32.0,0.796875,924823,114594.46052631579,8390.0,0.5859375,0.078125,0.1015625,0.0078125,0.0,0.0,0.1875,10.2890625,2.0
23.0,0.8152173913043478,924823,114511.07692307692,8792.0,0.5,0.11956521739130435,0.13043478260869565,0.010869565217391304,0.03260869565217391,0.0,0.15217391304347827,5.336956521739131,2.0
23.6,0.7711864406779662,744903,97233.35714285714,14382.0,0.4915254237288136,0.11864406779661017,0.059322033898305086,0.01694915254237288,0.0423728813559322,0.0,0.17796610169491525,8.847457627118644,2.0
26.5,0.7169811320754716,744903,117165.68292682926,9796.0,0.5094339622641509,0.07547169811320754,0.10377358490566038,0.0,0.0660377358490566,0.0,0.16037735849056603,9.358490566037736,2.0
16.666666666666668,0.85,924823,130695.1724137931,8115.0,0.49,0.13,0.09,0.02,0.03,0.01,0.2,5.25,2.0
23.0,0.7304347826086957,744903,120659.08823529411,9816.0,0.5304347826086957,0.12173913043478261,0.08695652173913043,0.017391304347826087,0.017391304347826087,0.0,0.16521739130434782,8.773913043478261,2.0
25.0,0.78,744903,131385.3432835821,8455.0,0.49,0.1,0.1,0.04,0.03,0.03,0.16,8.53,2.0
19.142857142857142,0.6865671641791045,924823,125338.61458333333,9125.0,0.5522388059701493,0.14925373134328357,0.11194029850746269,0.007462686567164179,0.03731343283582089,0.0,0.1044776119402985,9.194029850746269,2.0
33.0,0.8383838383838383,744903,134044.65573770492,11374.0,0.40404040404040403,0.15151515151515152,0.12121212121212122,0.04040404040404041,0.08080808080808081,0.0,0.1717171717171717,8.585858585858587,2.0
23.0,0.6956521739130435,744903,93732.02985074627,7674.0,0.5652173913043478,0.07608695652173914,0.08695652173913043,0.0,0.021739130434782608,0.0,0.1956521739130435,9.380434782608695,2.0
40.666666666666664,0.7786885245901639,924823,144029.69620253163,7495.0,0.5491803278688525,0.09836065573770492,0.11475409836065574,0.00819672131147541,0.040983606557377046,0.0,0.13934426229508196,8.295081967213115,2.0
19.6,0.7346938775510204,924823,108720.62857142858,4445.0,0.5306122448979592,0.08163265306122448,0.11224489795918367,0.0,0.030612244897959183,0.0,0.1836734693877551,9.0,2.0
13.6,0.6764705882352942,924823,164031.95,15672.0,0.4264705882352941,0.11764705882352941,0.1323529411764706,0.014705882352941176,0.04411764705882353,0.0,0.16176470588235295,8.602941176470589,2.0
28.333333333333332,0.8352941176470589,924823,121915.3469387755,6917.0,0.5764705882352941,0.16470588235294117,0.09411764705882353,0.0,0.03529411764705882,0.0,0.11764705882352941,9.494117647058824,2.0
35.0,0.8,744903,135741.41791044775,8391.0,0.4380952380952381,0.2,0.09523809523809523,0.01904761904761905,0.05714285714285714,0.009523809523809525,0.1619047619047619,8.628571428571428,2.0
11.714285714285714,0.6341463414634146,924823,175914.47916666666,7116.0,0.4878048780487805,0.08536585365853659,0.14634146341463414,0.012195121951219513,0.036585365853658534,0.0,0.13414634146341464,8.524390243902438,2.0
23.25,0.8387096774193549,744903,105120.73770491804,8453.0,0.6236559139784946,0.10752688172043011,0.08602150537634409,0.021505376344086023,0.0,0.0,0.12903225806451613,8.817204301075268,2.0
27.0,0.7654320987654321,744903,125594.68,8006.0,0.49382716049382713,0.14814814814814814,0.12345679012345678,0.0,0.037037037037037035,0.0,0.14814814814814814,9.37037037037037,2.0
22.5,0.6888888888888889,924823,162730.67307692306,8231.0,0.4444444444444444,0.1111111111111111,0.13333333333333333,0.011111111111111112,0.044444444444444446,0.0,0.17777777777777778,8.177777777777777,2.0
