@relation arabicReadingDifficulty

@attribute sentence_length NUMERIC
@attribute lexical_diversity NUMERIC
@attribute p95 NUMERIC
@attribute mean NUMERIC
@attribute median NUMERIC
@attribute noun NUMERIC
@attribute verb NUMERIC
@attribute prep NUMERIC
@attribute part NUMERIC
@attribute conj NUMERIC
@attribute adv NUMERIC	
@attribute adj NUMERIC
@attribute word_length NUMERIC
@attribute difficulty {1.0, 2.0, 3.0, 4.0}

@data 
23.2,0.7068965517241379,924823,87825.45333333334,13943.0,0.5172413793103449,0.13793103448275862,0.0603448275862069,0.017241379310344827,0.034482758620689655,0.0,0.13793103448275862,7.853448275862069,2.0
22.75,0.8571428571428571,180308,48118.54838709677,7894.0,0.5494505494505495,0.12087912087912088,0.06593406593406594,0.01098901098901099,0.03296703296703297,0.0,0.17582417582417584,9.362637362637363,2.0
42.5,0.788235294117647,924823,168173.5,10647.0,0.4823529411764706,0.11764705882352941,0.1411764705882353,0.011764705882352941,0.047058823529411764,0.0,0.17647058823529413,8.270588235294118,2.0
11.0,0.8484848484848485,744903,89383.0,4064.0,0.5757575757575758,0.06060606060606061,0.0707070707070707,0.020202020202020204,0.030303030303030304,0.010101010101010102,0.13131313131313133,8.090909090909092,2.0
19.5,0.9487179487179487,924823,126115.95833333333,12171.0,0.5641025641025641,0.10256410256410256,0.1282051282051282,0.0,0.05128205128205128,0.0,0.1282051282051282,5.17948717948718,2.0
24.25,0.8041237113402062,924823,120112.46666666666,9504.0,0.4845360824742268,0.13402061855670103,0.10309278350515463,0.0,0.061855670103092786,0.0,0.18556701030927836,9.494845360824742,2.0
13.428571428571429,0.8297872340425532,924823,142402.4714285714,6092.0,0.5851063829787234,0.0851063829787234,0.13829787234042554,0.0,0.010638297872340425,0.010638297872340425,0.1702127659574468,9.361702127659575,2.0
34.0,0.7941176470588235,744903,102836.953125,8806.0,0.5,0.13725490196078433,0.08823529411764706,0.0196078431372549,0.08823529411764706,0.0,0.12745098039215685,9.284313725490197,2.0
23.5,0.7872340425531915,744903,110071.71666666666,10682.0,0.5212765957446809,0.14893617021276595,0.07446808510638298,0.05319148936170213,0.010638297872340425,0.010638297872340425,0.13829787234042554,8.191489361702128,2.0
28.4,0.7323943661971831,744903,167742.8275862069,18707.0,0.4647887323943662,0.14788732394366197,0.13380281690140844,0.007042253521126761,0.04225352112676056,0.007042253521126761,0.13380281690140844,9.21830985915493,2.0
24.0,0.8888888888888888,924823,150849.97727272726,4089.0,0.5555555555555556,0.1111111111111111,0.09722222222222222,0.0,0.027777777777777776,0.0,0.1527777777777778,9.375,2.0
13.4,0.8059701492537313,924823,178492.725,7194.0,0.5373134328358209,0.08955223880597014,0.16417910447761194,0.0,0.0,0.0,0.14925373134328357,9.149253731343284,2.0
24.666666666666668,0.7297297297297297,744903,161839.88,8060.0,0.5135135135135135,0.10810810810810811,0.16216216216216217,0.0,0.0,0.0,0.14864864864864866,8.783783783783784,2.0
23.25,0.7419354838709677,924823,158728.90163934426,6755.0,0.5483870967741935,0.10752688172043011,0.13978494623655913,0.0,0.0,0.0,0.16129032258064516,8.838709677419354,2.0
12.833333333333334,0.7662337662337663,518692,69860.7843137255,5040.0,0.6493506493506493,0.06493506493506493,0.07792207792207792,0.0,0.0,0.0,0.19480519480519481,10.454545454545455,2.0
27.333333333333332,0.7804878048780488,924823,148229.4705882353,6108.0,0.47560975609756095,0.15853658536585366,0.10975609756097561,0.0,0.036585365853658534,0.0,0.1951219512195122,9.317073170731707,2.0
22.5,0.7333333333333333,744903,171554.31746031746,12738.0,0.4222222222222222,0.13333333333333333,0.16666666666666666,0.022222222222222223,0.06666666666666667,0.011111111111111112,0.1,8.322222222222223,2.0
24.75,0.696969696969697,924823,144774.01515151514,4988.0,0.5252525252525253,0.09090909090909091,0.1414141414141414,0.0,0.010101010101010102,0.0,0.1919191919191919,9.01010101010101,2.0
23.75,0.7473684210526316,744903,102098.09836065574,7919.0,0.4631578947368421,0.11578947368421053,0.08421052631578947,0.010526315789473684,0.021052631578947368,0.0,0.24210526315789474,9.884210526315789,2.0
19.8,0.797979797979798,924823,154402.94029850746,7457.0,0.5050505050505051,0.08080808080808081,0.1111111111111111,0.0,0.0,0.0,0.25252525252525254,9.606060606060606,2.0
23.0,0.8152173913043478,518692,80057.30158730158,7435.0,0.5543478260869565,0.14130434782608695,0.07608695652173914,0.010869565217391304,0.03260869565217391,0.0,0.10869565217391304,8.23913043478261,2.0
24.25,0.7422680412371134,924823,177584.2,6731.0,0.5051546391752577,0.10309278350515463,0.12371134020618557,0.0,0.010309278350515464,0.0,0.1958762886597938,5.051546391752577,2.0
13.666666666666666,0.8658536585365854,744903,81025.50980392157,6100.0,0.6585365853658537,0.14634146341463414,0.08536585365853659,0.012195121951219513,0.012195121951219513,0.0,0.06097560975609756,9.073170731707316,2.0
23.75,0.7263157894736842,924823,129208.5625,9528.0,0.6,0.05263157894736842,0.11578947368421053,0.0,0.010526315789473684,0.0,0.16842105263157894,9.494736842105263,2.0
22.5,0.8111111111111111,744903,120786.56060606061,8394.0,0.5333333333333333,0.12222222222222222,0.14444444444444443,0.0,0.022222222222222223,0.03333333333333333,0.1111111111111111,9.066666666666666,2.0
27.25,0.7247706422018348,924823,114162.95,7117.0,0.6513761467889908,0.10091743119266056,0.09174311926605505,0.01834862385321101,0.03669724770642202,0.0,0.09174311926605505,9.63302752293578,2.0
22.25,0.7640449438202247,924823,94295.03225806452,6068.0,0.6179775280898876,0.11235955056179775,0.0898876404494382,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.12359550561797752,9.067415730337078,2.0
25.75,0.7864077669902912,924823,133088.4705882353,11553.0,0.5339805825242718,0.1262135922330097,0.0970873786407767,0.009708737864077669,0.019417475728155338,0.0,0.1553398058252427,8.825242718446601,2.0
20.75,0.7349397590361446,924823,150491.95744680852,10209.0,0.46987951807228917,0.0963855421686747,0.1566265060240964,0.0,0.0,0.012048192771084338,0.18072289156626506,8.0,2.0
25.666666666666668,0.7532467532467533,924823,124404.14285714286,6839.0,0.5454545454545454,0.06493506493506493,0.1038961038961039,0.0,0.0,0.0,0.16883116883116883,8.831168831168831,2.0
19.0,0.7894736842105263,924823,169942.5909090909,9938.0,0.47368421052631576,0.10526315789473684,0.10526315789473684,0.013157894736842105,0.02631578947368421,0.0,0.23684210526315788,9.618421052631579,2.0
27.0,0.9259259259259259,924823,137823.0,4684.0,0.5185185185185185,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.0,0.0,0.2222222222222222,8.407407407407407,2.0
18.666666666666668,0.8571428571428571,924823,163489.07692307694,6605.0,0.4642857142857143,0.19642857142857142,0.14285714285714285,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.07142857142857142,9.125,2.0
28.5,0.8421052631578947,924823,173011.7105263158,5019.0,0.5614035087719298,0.03508771929824561,0.17543859649122806,0.0,0.0,0.0,0.17543859649122806,9.192982456140351,2.0
13.666666666666666,0.926829268292683,924823,142099.79166666666,6695.0,0.6585365853658537,0.0975609756097561,0.12195121951219512,0.0,0.024390243902439025,0.0,0.0975609756097561,9.195121951219512,2.0
25.0,0.7733333333333333,924823,199358.91836734695,18801.0,0.52,0.12,0.13333333333333333,0.0,0.013333333333333334,0.013333333333333334,0.13333333333333333,8.706666666666667,2.0
20.0,0.775,924823,150316.26315789475,5387.0,0.6875,0.0625,0.1375,0.0,0.0,0.0,0.1,9.3375,2.0
24.0,0.7916666666666666,553234,95455.0731707317,5689.0,0.4444444444444444,0.16666666666666666,0.09722222222222222,0.013888888888888888,0.06944444444444445,0.0,0.19444444444444445,8.98611111111111,2.0
22.0,0.7727272727272727,518692,76699.25,4197.0,0.5757575757575758,0.13636363636363635,0.045454545454545456,0.0,0.0,0.0,0.16666666666666666,9.969696969696969,2.0
16.0,0.734375,924823,87315.94871794872,11475.0,0.453125,0.140625,0.0625,0.015625,0.046875,0.0,0.203125,9.09375,2.0
23.5,0.6808510638297872,924823,142674.54545454544,9519.0,0.40425531914893614,0.1276595744680851,0.18085106382978725,0.0,0.031914893617021274,0.010638297872340425,0.19148936170212766,8.127659574468085,2.0
11.5,0.8985507246376812,744903,111091.34782608696,4905.0,0.5942028985507246,0.057971014492753624,0.10144927536231885,0.0,0.014492753623188406,0.014492753623188406,0.17391304347826086,9.072463768115941,2.0
29.0,0.8620689655172413,924823,159283.7142857143,8122.0,0.5977011494252874,0.08045977011494253,0.12643678160919541,0.011494252873563218,0.0,0.0,0.12643678160919541,8.816091954022989,2.0
11.666666666666666,0.8714285714285714,518692,98383.09523809524,6028.0,0.6142857142857143,0.11428571428571428,0.11428571428571428,0.0,0.0,0.0,0.12857142857142856,10.214285714285714,2.0
16.5,0.797979797979798,744903,124666.58064516129,4277.0,0.5353535353535354,0.06060606060606061,0.08080808080808081,0.0,0.050505050505050504,0.020202020202020204,0.2222222222222222,9.454545454545455,2.0
12.25,0.7142857142857143,924823,110087.25,8806.0,0.5714285714285714,0.08163265306122448,0.11224489795918367,0.0,0.030612244897959183,0.0,0.12244897959183673,8.826530612244898,2.0
10.333333333333334,0.6854838709677419,744903,156251.44285714286,5759.0,0.4596774193548387,0.0967741935483871,0.11290322580645161,0.016129032258064516,0.04838709677419355,0.0,0.14516129032258066,7.943548387096774,2.0
33.333333333333336,0.82,924823,175976.42857142858,15307.0,0.48,0.13,0.12,0.02,0.02,0.0,0.18,9.1,2.0
35.0,0.9714285714285714,924823,158319.05263157896,9920.0,0.45714285714285713,0.11428571428571428,0.17142857142857143,0.0,0.02857142857142857,0.0,0.2,9.657142857142857,2.0
19.5,0.8974358974358975,924823,251920.63636363635,26698.0,0.48717948717948717,0.1282051282051282,0.15384615384615385,0.0,0.02564102564102564,0.0,0.15384615384615385,8.282051282051283,2.0
19.0,0.9736842105263158,93393,52191.72,6260.0,0.6842105263157895,0.07894736842105263,0.02631578947368421,0.0,0.0,0.0,0.21052631578947367,9.552631578947368,2.0
30.0,0.9,924823,76516.47368421052,4704.0,0.5666666666666667,0.16666666666666666,0.03333333333333333,0.0,0.03333333333333333,0.0,0.13333333333333333,9.2,2.0
23.666666666666668,0.8169014084507042,281097,54638.833333333336,8827.0,0.5915492957746479,0.15492957746478872,0.056338028169014086,0.0,0.04225352112676056,0.0,0.09859154929577464,8.464788732394366,2.0
14.5,0.9310344827586207,924823,163684.65217391305,5834.0,0.5172413793103449,0.10344827586206896,0.13793103448275862,0.0,0.0,0.0,0.20689655172413793,9.413793103448276,2.0
18.75,0.7733333333333333,744903,103010.48837209302,11914.0,0.52,0.12,0.09333333333333334,0.04,0.013333333333333334,0.0,0.09333333333333334,7.2,2.0
18.5,0.8108108108108109,744903,89623.66666666667,6068.0,0.6666666666666666,0.08108108108108109,0.09009009009009009,0.0,0.018018018018018018,0.0,0.07207207207207207,8.45045045045045,2.0
17.333333333333332,0.8461538461538461,924823,232965.93548387097,4785.0,0.5192307692307693,0.11538461538461539,0.15384615384615385,0.0,0.0,0.019230769230769232,0.1346153846153846,8.557692307692308,2.0
23.0,0.8043478260869565,924823,172645.67213114753,16325.0,0.4891304347826087,0.13043478260869565,0.17391304347826086,0.010869565217391304,0.021739130434782608,0.0,0.09782608695652174,8.967391304347826,2.0
23.0,0.7391304347826086,924823,165227.83333333334,6630.0,0.532608695652174,0.043478260869565216,0.14130434782608695,0.010869565217391304,0.0,0.0,0.17391304347826086,8.554347826086957,2.0
23.25,0.7204301075268817,744903,111619.17741935483,7168.0,0.5268817204301075,0.10752688172043011,0.08602150537634409,0.021505376344086023,0.03225806451612903,0.010752688172043012,0.15053763440860216,8.935483870967742,2.0
28.0,0.9464285714285714,744903,127186.18181818182,5759.0,0.5535714285714286,0.10714285714285714,0.125,0.017857142857142856,0.0,0.017857142857142856,0.125,9.678571428571429,2.0
18.8,0.8404255319148937,744903,143742.77777777778,8023.0,0.425531914893617,0.19148936170212766,0.0851063829787234,0.0,0.0425531914893617,0.010638297872340425,0.19148936170212766,8.829787234042554,2.0
23.0,0.7391304347826086,744903,101473.11666666667,7168.0,0.532608695652174,0.09782608695652174,0.08695652173913043,0.021739130434782608,0.03260869565217391,0.010869565217391304,0.15217391304347827,9.097826086956522,2.0
12.333333333333334,0.6486486486486487,924823,196143.60317460317,7415.0,0.44144144144144143,0.16216216216216217,0.14414414414414414,0.0,0.009009009009009009,0.0,0.1891891891891892,8.711711711711711,2.0
37.0,0.6756756756756757,924823,172187.6794871795,10394.0,0.5225225225225225,0.06306306306306306,0.13513513513513514,0.0,0.02702702702702703,0.0,0.22522522522522523,8.9009009009009,2.0
29.5,0.7627118644067796,744903,116373.8024691358,6433.0,0.6016949152542372,0.0847457627118644,0.1271186440677966,0.00847457627118644,0.0,0.0,0.13559322033898305,9.584745762711865,2.0
10.25,0.7195121951219512,924823,118357.09433962264,8806.0,0.5609756097560976,0.0975609756097561,0.0975609756097561,0.024390243902439025,0.0,0.0,0.15853658536585366,8.75609756097561,2.0
20.0,0.725,744903,126524.1724137931,11597.0,0.4125,0.175,0.15,0.025,0.1,0.0125,0.1125,7.975,2.0
43.666666666666664,0.7099236641221374,924823,153988.4382022472,10187.0,0.5038167938931297,0.11450381679389313,0.1450381679389313,0.015267175572519083,0.030534351145038167,0.015267175572519083,0.1450381679389313,8.885496183206106,2.0
19.4,0.7216494845360825,744903,135456.3,6225.0,0.6082474226804123,0.07216494845360824,0.09278350515463918,0.0,0.05154639175257732,0.0,0.1134020618556701,9.876288659793815,2.0
32.333333333333336,0.7731958762886598,924823,165136.2741935484,7868.0,0.5360824742268041,0.1134020618556701,0.12371134020618557,0.0,0.041237113402061855,0.0,0.16494845360824742,8.515463917525773,2.0
32.0,0.78125,924823,149150.62686567163,10549.0,0.5208333333333334,0.052083333333333336,0.11458333333333333,0.0,0.0,0.0,0.2604166666666667,10.270833333333334,2.0
19.0,0.8289473684210527,744903,96507.1914893617,10209.0,0.5131578947368421,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.02631578947368421,0.013157894736842105,0.14473684210526316,9.789473684210526,2.0
23.25,0.8494623655913979,744903,146878.50980392157,16488.0,0.5483870967741935,0.10752688172043011,0.08602150537634409,0.021505376344086023,0.021505376344086023,0.0,0.15053763440860216,8.827956989247312,2.0
26.25,0.7047619047619048,744903,144641.1857142857,15683.0,0.3619047619047619,0.19047619047619047,0.12380952380952381,0.0380952380952381,0.11428571428571428,0.009523809523809525,0.11428571428571428,8.095238095238095,2.0
20.4,0.7647058823529411,924823,184680.53333333333,7393.0,0.5588235294117647,0.09803921568627451,0.12745098039215685,0.00980392156862745,0.029411764705882353,0.0,0.12745098039215685,8.42156862745098,2.0
24.5,0.6632653061224489,924823,169268.0,8547.0,0.5510204081632653,0.08163265306122448,0.12244897959183673,0.0,0.04081632653061224,0.0,0.10204081632653061,8.408163265306122,2.0
29.0,0.7471264367816092,744903,106608.61818181818,5118.0,0.5747126436781609,0.09195402298850575,0.10344827586206896,0.0,0.0,0.0,0.20689655172413793,9.540229885057471,2.0
12.714285714285714,0.651685393258427,744903,69829.27777777778,7919.0,0.47191011235955055,0.0898876404494382,0.06741573033707865,0.0,0.033707865168539325,0.0,0.20224719101123595,9.067415730337078,2.0
16.0,0.7916666666666666,518692,79659.71428571429,7068.0,0.5520833333333334,0.10416666666666667,0.07291666666666667,0.0,0.020833333333333332,0.0,0.16666666666666666,9.177083333333334,2.0
11.6,0.6982758620689655,924823,144638.29032258064,12318.0,0.4827586206896552,0.11206896551724138,0.09482758620689655,0.034482758620689655,0.05172413793103448,0.0,0.12931034482758622,8.232758620689655,2.0
22.0,0.7727272727272727,924823,151807.20588235295,13339.0,0.509090909090909,0.08181818181818182,0.11818181818181818,0.0,0.01818181818181818,0.00909090909090909,0.23636363636363636,9.154545454545454,2.0
25.25,0.7425742574257426,924823,186585.890625,6216.0,0.5247524752475248,0.1485148514851485,0.1782178217821782,0.009900990099009901,0.04950495049504951,0.0,0.0594059405940594,8.554455445544555,2.0
23.25,0.7956989247311828,924823,136292.27692307692,10122.0,0.5913978494623656,0.0967741935483871,0.12903225806451613,0.010752688172043012,0.0,0.0,0.16129032258064516,9.387096774193548,2.0
15.6,0.8333333333333334,744903,106411.58181818182,11170.0,0.46153846153846156,0.10256410256410256,0.10256410256410256,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.1794871794871795,9.371794871794872,2.0
10.75,0.7906976744186046,744903,129189.50980392157,2623.0,0.5465116279069767,0.10465116279069768,0.10465116279069768,0.0,0.011627906976744186,0.023255813953488372,0.11627906976744186,8.255813953488373,2.0
21.4,0.8411214953271028,924823,158749.94444444444,6938.0,0.6542056074766355,0.11214953271028037,0.11214953271028037,0.0,0.0,0.009345794392523364,0.08411214953271028,8.794392523364486,2.0
20.0,0.73,924823,147771.2676056338,8141.0,0.51,0.07,0.18,0.01,0.04,0.0,0.14,8.26,2.0
20.2,0.7722772277227723,744903,108680.59649122808,16276.0,0.4158415841584158,0.15841584158415842,0.10891089108910891,0.0594059405940594,0.07920792079207921,0.0,0.0891089108910891,8.376237623762377,2.0
21.25,0.7529411764705882,744903,92406.44827586207,7549.0,0.5647058823529412,0.10588235294117647,0.058823529411764705,0.011764705882352941,0.023529411764705882,0.0,0.1411764705882353,8.905882352941177,2.0
14.75,0.7966101694915254,744903,109733.02380952382,14196.0,0.6101694915254238,0.11864406779661017,0.0847457627118644,0.01694915254237288,0.0,0.0,0.13559322033898305,10.016949152542374,2.0
9.444444444444445,0.8470588235294118,744903,121477.02702702703,13244.0,0.6352941176470588,0.058823529411764705,0.07058823529411765,0.0,0.011764705882352941,0.011764705882352941,0.16470588235294117,8.435294117647059,2.0
26.25,0.7428571428571429,924823,185199.89285714287,14365.0,0.45714285714285713,0.14285714285714285,0.09523809523809523,0.0,0.02857142857142857,0.0,0.21904761904761905,9.885714285714286,2.0
25.0,0.75,744903,130090.57627118644,7758.0,0.47,0.16,0.12,0.0,0.04,0.0,0.12,8.28,2.0
27.333333333333332,0.8170731707317073,924823,132612.58181818182,10806.0,0.5121951219512195,0.0975609756097561,0.13414634146341464,0.0,0.024390243902439025,0.012195121951219513,0.2073170731707317,9.451219512195122,2.0
35.666666666666664,0.794392523364486,744903,96661.0,11374.0,0.48598130841121495,0.11214953271028037,0.056074766355140186,0.028037383177570093,0.056074766355140186,0.009345794392523364,0.16822429906542055,9.355140186915888,2.0
30.333333333333332,0.7362637362637363,924823,137804.7142857143,5613.0,0.5274725274725275,0.12087912087912088,0.12087912087912088,0.0,0.04395604395604396,0.0,0.16483516483516483,9.505494505494505,2.0
27.666666666666668,0.8433734939759037,744903,120312.31481481482,11379.0,0.5421686746987951,0.08433734939759036,0.0963855421686747,0.0,0.012048192771084338,0.0,0.2289156626506024,10.433734939759036,2.0
