???	нсв_есть	есть¹
???	нсв_b/c_клясть	клясть
2	нсв_2a	шатировать
2	нсв_2a	жаловать
2	нсв_2a	радовать
2	нсв_2a	патронировать
2	нсв_2a	штудировать
2	нсв_2a	руководствовать
2	нсв_2a	праздновать
2	нсв_2a	стенографировать
2	нсв_2a	порепетировать
2	нсв_2a	пропагандировать
2	нсв_2a	монтировать
2	нсв_2a	протоколировать
2	нсв_2a	миловать
2	нсв_2a	инспектировать
2	нсв_2a	уродовать
2	нсв_2a	нервировать
2	нсв_2a	прогнозировать
2	нсв_2a	комбинировать
2	нсв_2a	демонстрировать
2	нсв_2a	импровизировать
2	нсв_2a	программировать
2	нсв_2a	фотографировать
2	нсв_2a	зондировать
2	нсв_2a	шантажировать
2	нсв_2a	мульчировать
2	нсв_2a	бетонировать
2	нсв_2a	ностальгировать
2	нсв_2a	вентилировать
2	нсв_2a	корректировать
2	нсв_2a	консультировать
2	нсв_2a	агитировать
2	нсв_2a	индоссировать
2	нсв_2a	совершенствовать
2	нсв_2a	редактировать
2	нсв_2a	ботанизировать
2	нсв_2a	конспектировать
2	нсв_2a	культивировать
2	нсв_2a	конферировать
2	нсв_2a	пестовать
2	нсв_2a	конвоировать
2	нсв_2a	жертвовать
2	нсв_2a	эксплуатировать
2	нсв_2a	чувствовать
2	нсв_2a	модулировать
2	нсв_2a	приходовать
2	нсв_2a	афишировать
2	нсв_2a_R	довольствоваться
2	нсв_2a_R	пробоваться
2	нсв_2a_R	корыстоваться
2	нсв_2a_R	пользоваться
2	нсв_2a_R	баллотироваться
2	нсв_2a_R	консервироваться
2	нсв_2a_R	гранулироваться
2	нсв_2a_R	советоваться
2	нсв_2a_R	совершенствоваться
2	нсв_2a_R	уродоваться
2	нсв_2a_R	базироваться
2	нсв_2a_R	руководствоваться
2	нсв_2a_R	котироваться
2	нсв_2a_R	варьироваться
2	нсв_2a_R	комбинироваться
2	нсв_2a_R	пестоваться
2	нсв_2a_R	радоваться
2	нсв_2a_R	баррикадироваться
2	нсв_2a_R	ориентироваться
2	нсв_2a_R	аккумулироваться
2	нсв_2a_R	консультироваться
2	нсв_2a_R	расходоваться
2	нсв_2a_R	фокусироваться
2	нсв_2a_R	датироваться
2	нсв_2a_R	концентрироваться
2	нсв_2a_R	регистрироваться
2	нсв_2a_R	требоваться
2	нсв_2a_R	раскомандоваться
2	нсв_2a_R	фотографироваться
2	нсв_2a_R	жаловаться
2	нсв_2a_R	христосоваться
2	нсв_нп_2a	вероломствовать
2	нсв_нп_2a	преизбыточествовать
2	нсв_нп_2a	досадовать
2	нсв_нп_2a	флюоресцировать
2	нсв_нп_2a	гармонировать
2	нсв_нп_2a	осциллировать
2	нсв_нп_2a	чародействовать
2	нсв_нп_2a	пономарствовать
2	нсв_нп_2a	губернаторствовать
2	нсв_нп_2a	фиглярствовать
2	нсв_нп_2a	курсировать
2	нсв_нп_2a	хозяйствовать
2	нсв_нп_2a	нищенствовать
2	нсв_нп_2a	притворствовать
2	нсв_нп_2a	раболепствовать
2	нсв_нп_2a	понтировать
2	нсв_нп_2a	крестьянствовать
2	нсв_нп_2a	мытарствовать
2	нсв_нп_2a	упорствовать
2	нсв_нп_2a	немотствовать
2	нсв_нп_2a	сумасшествовать
2	нсв_нп_2a	витийствовать
2	нсв_нп_2a	свирепствовать
2	нсв_нп_2a	безмолвствовать
2	нсв_нп_2a	прожектёрствовать
2	нсв_нп_2a	изобиловать
2	нсв_нп_2a	беседовать
2	нсв_нп_2a	ренегатствовать
2	нсв_нп_2a	атаманствовать
2	нсв_нп_2a	донжуанствовать
2	нсв_нп_2a	избыточествовать
2	нсв_нп_2a	главенствовать
2	нсв_нп_2a	диспутировать
2	нсв_нп_2a	мародёрствовать
2	нсв_нп_2a	покорствовать
2	нсв_нп_2a	попечительствовать
2	нсв_нп_2a	верховенствовать
2	нсв_нп_2a	циркулировать
2	нсв_нп_2a	господствовать
2	нсв_нп_2a	бездействовать
2	нсв_нп_2a	умствовать
2	нсв_нп_2a	хамелеонствовать
2	нсв_нп_2a	рукоприкладствовать
2	нсв_нп_2a	шествовать
2	нсв_нп_2a	странствовать
2	нсв_нп_2a	резонёрствовать
2	нсв_нп_2a	сочувствовать
2	нсв_нп_2a	неглижировать
2	нсв_нп_2a	левитировать
2	нсв_нп_2a	шинкарствовать
2	нсв_нп_2a	крючкотворствовать
2	нсв_нп_2a	солировать
2	нсв_нп_2a	чудодействовать
2	нсв_нп_2a	милосердствовать
2	нсв_нп_2a	фонтанировать
2	нсв_нп_2a	руководительствовать
2	нсв_нп_2a	инспекторствовать
2	нсв_нп_2a	скоморошествовать
2	нсв_нп_2a	тунеядствовать
2	нсв_нп_2a	содействовать
2	нсв_нп_2a	жуировать
2	нсв_нп_2a	жительствовать
2	нсв_нп_2a	сибаритствовать
2	нсв_нп_2a	великодушествовать
2	нсв_нп_2a	вибрировать
2	нсв_нп_2a	прелюбодействовать
2	нсв_нп_2a	цыганствовать
2	нсв_нп_2a	антрепренёрствовать
2	нсв_нп_2a	сопутствовать
2	нсв_нп_2a	фланировать
2	нсв_нп_2a	здравствовать
2	нсв_нп_2a	контрастировать
2	нсв_нп_2a	разглагольствовать
2	нсв_нп_2a	патриаршествовать
2	нсв_нп_2a	бесчинствовать
2	нсв_нп_2a	позировать
2	нсв_нп_2a	упрямствовать
2	нсв_нп_2a	царствовать
2	нсв_нп_2a	корреспондировать
2	нсв_нп_2a	вегетарианствовать
2	нсв_нп_2a	эквилибрировать
2	нсв_нп_2a	эпигонствовать
2	нсв_нп_2a	соучаствовать
2	нсв_нп_2a	благожелательствовать
2	нсв_нп_2a	посредствовать
2	нсв_нп_2a	акушерствовать
2	нсв_нп_2a	администрировать
2	нсв_нп_2a	флуктуировать
2	нсв_нп_2a	сетовать
2	нсв_нп_2a	онанировать
2	нсв_нп_2a	благоприятствовать
2	нсв_нп_2a	агонизировать
2	нсв_нп_2a	парадировать
2	нсв_нп_2a	жлобствовать
2	нсв_нп_2a	архипастырствовать
2	нсв_нп_2a	прогрессировать
2	нсв_нп_2a	геройствовать
2	нсв_нп_2a	адвокатствовать
2	нсв_нп_2a	спекулировать
2	нсв_нп_2a	мужествовать
2	нсв_нп_2a	бешенствовать
2	нсв_нп_2a	иезуитствовать
2	нсв_нп_2a	соглядатайствовать
2	нсв_нп_2a	генеральствовать
2	нсв_нп_2a	шефствовать
2	нсв_нп_2a	собеседовать
2	нсв_нп_2a	галлюцинировать
2	нсв_нп_2a	споспешествовать
2	нсв_нп_2a	мандражировать
2	нсв_нп_2a	теоретизировать
2	нсв_нп_2a	фразёрствовать
2	нсв_нп_2a	мастурбировать
2	нсв_нп_2a	священнодействовать
2	нсв_нп_2a	манипулировать
2	нсв_нп_2a	самохвальствовать
2	нсв_нп_2a	лакействовать
2	нсв_нп_2a	ассистировать
2	нсв_нп_2a	музицировать
2	нсв_нп_2a	присутствовать
2	нсв_нп_2a	самодурствовать
2	нсв_нп_2a	философствовать
2	нсв_нп_2a	самоуправствовать
2	нсв_нп_2a	редакторствовать
2	нсв_нп_2a	различествовать
2	нсв_нп_2a	первенствовать
2	нсв_нп_2a	президентствовать
2	нсв_нп_2a	наличествовать
2	нсв_нп_2a	явствовать
2	нсв_нп_2a	ректорствовать
2	нсв_нп_2a	бедствовать
2	нсв_нп_2a	вольтижировать
2	нсв_нп_2a	менструировать
2	нсв_нп_2a	флюктуировать
2	нсв_нп_2a	маклерствовать
2	нсв_нп_2a	богословствовать
2	нсв_нп_2a	любопытствовать
2	нсв_нп_2a	бравировать
2	нсв_нп_2a	фантазировать
2	нсв_нп_2a	символизировать
2	нсв_нп_2a	аплодировать
2	нсв_нп_2a	барражировать
2	нсв_нп_2a	визитировать
2	нсв_нп_2a	торгашествовать
2	нсв_нп_2a	путешествовать
2	нсв_нп_2a	сумасбродствовать
2	нсв_нп_2a	преимуществовать
2	нсв_нп_2a	морализировать
2	нсв_нп_2a	крейсировать
2	нсв_нп_2a	коррелировать
2	нсв_нп_2a	мудрствовать
2	нсв_нп_2a	купечествовать
2	нсв_нп_2a	рабствовать
2	нсв_нп_2a	игуменствовать
2	нсв_нп_2a	монашествовать
2	нсв_нп_2a	консульствовать
2	нсв_нп_2a	интерпеллировать
2	нсв_нп_2a	резонировать
2	нсв_нп_2a	вольнодумствовать
2	нсв_нп_2a	лицеприятствовать
2	нсв_нп_2a	изуверствовать
2	нсв_нп_2a	отсутствовать
2	нсв_нп_2a	импонировать
2	нсв_нп_2a	ротозействовать
2	нсв_нп_2a	пиршествовать
2	нсв_нп_2a	ратоборствовать
2	нсв_нп_2a	лукавствовать
2	нсв_нп_2a	превалировать
2	нсв_нп_2a	хулиганствовать
2	нсв_нп_2a	орудовать
2	нсв_нп_2a	юродствовать
2	нсв_нп_2a	ратовать
2	нсв_нп_2a	старшинствовать
2	нсв_нп_2a	веровать
2	нсв_нп_2a	благоденствовать
2	нсв_нп_2a	поспешествовать
2	нсв_нп_2a	вальсировать
2	нсв_нп_2a	злорадствовать
2	нсв_нп_2a	тиранствовать
2	нсв_нп_2a	командовать
2	нсв_нп_2a	ехидствовать
2	нсв_нп_2a	излишествовать
2	нсв_нп_2a	государствовать
2	нсв_нп_2a	соответствовать
2	нсв_нп_2a	холуйствовать
2	нсв_нп_2a	советовать
2	нсв_нп_2a	профессорствовать
2	нсв_нп_2a	балансировать
2	нсв_нп_2a	релаксировать
2	нсв_нп_2a	экспериментировать
2	нсв_нп_2a	доброжелательствовать
2	нсв_нп_2a	безумствовать
2	нсв_нп_2a	дисгармонировать
2	нсв_нп_2a	иерействовать
2	нсв_нп_2a	виражировать
2	нсв_нп_2a	риторствовать
2	нсв_нп_2a	воинствовать
2	нсв_нп_2a	предшествовать
2	нсв_нп_2a	лавировать
2	нсв_нп_2a	единовластвовать
2	нсв_нп_2a	законодательствовать
2	нсв_нп_2a	скопидомствовать
2	нсв_нп_2a	маневрировать
2	нсв_нп_2a	дьяконствовать
2	нсв_нп_2a	директорствовать
2	нсв_нп_2a	диссонировать
2	нсв_нп_2a	реферировать²
2	нсв_нп_2a	участвовать
2	нсв_нп_2a	бесстыдствовать
2	нсв_нп_2a	шарлатанствовать
2	нсв_нп_2a	крохоборствовать
2	нсв_нп_2a	сиротствовать
2	нсв_нп_2a	разнствовать
2	нсв_нп_2a	лицедействовать
2	нсв_нп_2a	шалопайствовать
2	нсв_нп_2a	панствовать
2	нсв_нп_2a	холопствовать
2	нсв_нп_2a	славянофильствовать
2	нсв_нп_2a	благодарствовать
2	нсв_нп_2a	донкихотствовать
2	нсв_нп_2a	самочинствовать
2	нсв_нп_2a	властвовать
2	нсв_нп_2a	будировать
2	нсв_нп_2a	тремолировать
2	нсв_нп_2a	партизанствовать
2	нсв_нп_2a	опекунствовать
2	нсв_нп_2a	акробатствовать
2	нсв_нп_2a	занудствовать
2	нсв_нп_2a	ухарствовать
2	нсв_нп_2a	полемизировать
2	нсв_нп_2a	бригадирствовать
2	нсв_нп_2a	планировать¹
2	нсв_нп_2a	противодействовать
2	нсв_нп_2a	суемудрствовать
2	нсв_нп_2a	боксировать
2	нсв_нп_2a	способствовать
2	нсв_нп_2a	приличествовать
2	нсв_нп_2a	кощунствовать
2	нсв_нп_2a	политиканствовать
2	нсв_нп_2a	попустительствовать
2	нсв_нп_2a	рефлексировать
2	нсв_нп_2a	молодечествовать
2	нсв_нп_2a	грассировать
2	нсв_нп_2a	представительствовать
2	нсв_нп_2a	превосходствовать
2	нсв_нп_2a	буйствовать
2	нсв_нп_2a	усердствовать
2	нсв_нп_2a	совместительствовать
2	нсв_нп_2a	оппонировать
2	нсв_нп_2a	амикошонствовать
2	нсв_нп_2a	приятельствовать
2	нсв_нп_2a	чудачествовать
2	нсв_нп_2a	брезговать
2	нсв_нп_2a	сожительствовать
2	нсв_нп_2a	идолопоклонствовать
2	нсв_нп_2a	малодушествовать
2	нсв_нп_2a	рефлектировать
2	нсв_нп_2a	доминировать
2	нсв_нп_2a	флектировать
2	нсв_нп_2a	актёрствовать
2	нсв_нп_2a	вдовствовать
2	нсв_нп_2a	следовать
2	нсв_нп_2a	священствовать
2	нсв_нп_2a	беспутствовать
2	нсв_нп_2a	функционировать
2	нсв_нп_2a	зверствовать
2	нсв_нп_2a	иночествовать
2	нсв_нп_2a	рыцарствовать
2	нсв_нп_2a	реагировать
2	нсв_нп_2a	живодёрствовать
2	нсв_нп_2a	концертировать
2	нсв_нп_2a	сходствовать
2	нсв_нп_2a	диктаторствовать
2	нсв_нп_2a	соприсутствовать
2	нсв_нп_2a	святотатствовать
2	нсв_нп_2a	роскошествовать
2	нсв_нп_2a	лидировать
2	нсв_нп_2a	пиратствовать
2	нсв_нп_2a	вояжировать
2	нсв_нп_2a	жонглировать
2	нсв_нп_2a	злодействовать
2	нсв_нп_2a	секундантствовать
2	нсв_нп_2a	противоборствовать
2	нсв_нп_2a	дефилировать
2	нсв_нп_2a	ораторствовать
2	нсв_нп_2a	аккомпанировать
2	нсв_нп_2a	фарисействовать
2	нсв_нп_2a	взаимодействовать
2	нсв_нп_2a	начальствовать
2	нсв_нп_2a	гастролировать
2	нсв_нп_2a	педантствовать
2	нсв_нп_2a	фуражировать
2	нсв_нп_2a	регрессировать
2	нсв_нп_2a	предстательствовать
2	нсв_нп_2a	фашиствовать
2	нсв_нп_2a	режиссёрствовать
2	нсв_нп_2a	барствовать
2	нсв_нп_2a	паникёрствовать
2	нсв_нп_2a	трапезовать
2	нсв_нп_2a	лжесвидетельствовать
2	нсв_нп_2a	кликушествовать
2	нсв_нп_2a	хлебопашествовать
2	нсв_нп_2a	подхалимствовать
2	нсв_нп_2a	судействовать
2	нсв_нп_2a	дирижировать
2	нсв_нп_2a	самовластвовать
2	нсв_нп_2a	литераторствовать
2	нсв_нп_2a	иронизировать
2	нсв_нп_2a	детонировать²
2	нсв_нп_2a	жестикулировать
2	нсв_нп_2a	соседствовать
2	нсв_нп_2a	репетиторствовать
2	нсв_нп_2a	фанфаронствовать
2	нсв_нп_2a	бодрствовать
2	нсв_нп_2a	суеверствовать
2	нсв_нп_2a	распутствовать
2	нсв_нп_2a	зложелательствовать
2	нсв_нп_2a	ходатайствовать
2	нсв_нп_2a	фрондёрствовать
2	нсв_нп_2a	правительствовать
2	нсв_нп_2a	владычествовать
2	нсв_нп_2a	соболезновать
2	нсв_нп_2a	критиканствовать
2	нсв_нп_2a	симулировать
2	нсв_нп_2a	действовать
2	нсв_нп_2a	фигурировать
2	нсв_нп_2a	меценатствовать
2	нсв_нп_2a	фосфоресцировать
2	нсв_нп_2a	медитировать
2	нсв_нп_2a	оперировать
2	нсв_нп_2a	потворствовать
2	нсв_нп_2a	неистовствовать
2	нсв_нп_2a	репортёрствовать
2	нсв_нп_2a	молебствовать
2	нсв_нп_2a	пьянствовать
2	нсв_нп_2a	препятствовать
2	нсв_нп_2a	обиловать
2	нсв_нп_2a	благотворительствовать
2	нсв_нп_2a	конкурировать
2	нсв_нп_2a	браконьерствовать
2	нсв_нп_2a	секретарствовать
2	нсв_нп_2a	злопыхательствовать
2	нсв_нп_2a	фрондировать
2	нсв_нп_2a	галопировать
2	нсв_нп_2a	завидовать
2	нсв_нп_2a	регентствовать
2	нсв_нп_2a	комиссионерствовать
2	нсв_нп_2a	девствовать
2	нсв_нп_2a	блаженствовать
2	нсв_нп_2a	манкировать
2	нсв_нп_2a	благодушествовать
2	нсв_нп_2a	председательствовать
2	нсв_нп_2a	эстетствовать
2	нсв_нп_2a	злобствовать
2	нсв_нп_2a	богохульствовать
2	нсв_нп_2a	языкоблудствовать
2	нсв_нп_2a	прихлебательствовать
2	нсв_нп_2a	учительствовать
2	нсв_нп_2a	флуоресцировать
2	нсв_нп_2a	пульсировать
2	нсв_нп_2a	паразитировать
2	нсв_нп_2a	доброхотствовать
2	нсв_нп_2a	единоборствовать
2	нсв_нп_2a	вредительствовать
2	нсв_нп_2a	низкопоклонствовать
2	нсв_нп_2a	симпатизировать
2	нсв_нп_2a	палачествовать
2	нсв_нп_2a	гаерствовать
2	нсв_нп_2a	заведовать
2	нсв_2a_ова́	критиковать
2	нсв_2a_ова́	практиковать
2	нсв_2a_ова́	маскировать
2	нсв_2a_ова́	шлифовать
2	нсв_2a_ова́	рустовать
2	нсв_2a_ова́	глянцевать
2	нсв_2a_ова́	очковать
2	нсв_2a_ова́	буртовать
2	нсв_2a_ова́	тюковать
2	нсв_2a_ова́	чередовать
2	нсв_2a_ова́	бунтовать
2	нсв_2a_ова́	паровать
2	нсв_2a_ова́	шабровать
2	нсв_2a_ова́	флюсовать
2	нсв_2a_ова́	формировать
2	нсв_2a_ова́	фрахтовать
2	нсв_2a_ова́	мордовать
2	нсв_2a_ова́	тренировать
2	нсв_2a_ова́	брошюровать
2	нсв_2a_ова́	лупцевать
2	нсв_2a_ова́	кольцевать
2	нсв_2a_ова́	бузовать
2	нсв_2a_ова́	фабриковать
2	нсв_2a_ова́	фильтровать
2	нсв_2a_ова́	спринцевать
2	нсв_2a_ова́	минусовать
2	нсв_2a_ова́	тасовать
2	нсв_2a_ова́	триеровать
2	нсв_2a_ова́	нумеровать
2	нсв_2a_ова́	повествовать
2	нсв_2a_ова́	колировать
2	нсв_2a_ова́	муровать
2	нсв_2a_ова́	рисовать
2	нсв_2a_ова́	листовать
2	нсв_2a_ова́	диктовать
2	нсв_2a_ова́	пемзовать
2	нсв_2a_ова́	шурфовать
2	нсв_2a_ова́	силосовать
2	нсв_2a_ова́	мараковать
2	нсв_2a_ова́	коксовать
2	нсв_2a_ова́	формовать
2	нсв_2a_ова́	жировать¹
2	нсв_2a_ова́	вербовать
2	нсв_2a_ова́	шелюговать
2	нсв_2a_ова́	номеровать
2	нсв_2a_ова́	интриговать
2	нсв_2a_ова́	кисловать
2	нсв_2a_ова́	колеровать
2	нсв_2a_ова́	штрафовать
2	нсв_2a_ова́	кардовать
2	нсв_2a_ова́	кантовать
2	нсв_2a_ова́	шприцевать
2	нсв_2a_ова́	штриховать
2	нсв_2a_ова́	шустовать
2	нсв_2a_ова́	бинтовать
2	нсв_2a_ова́	свинцевать
2	нсв_2a_ова́	прессовать
2	нсв_2a_ова́	фуговать
2	нсв_2a_ова́	сачковать¹
2	нсв_2a_ова́	миловать
2	нсв_2a_ова́	флейцевать
2	нсв_2a_ова́	скирдовать
2	нсв_2a_ова́	вальцевать
2	нсв_2a_ова́	шпунтовать
2	нсв_2a_ова́	патентовать
2	нсв_2a_ова́	голосовать
2	нсв_2a_ова́	штамповать
2	нсв_2a_ова́	клинкеровать
2	нсв_2a_ова́	тировать
2	нсв_2a_ова́	цифровать
2	нсв_2a_ова́	страховать
2	нсв_2a_ова́	смаковать
2	нсв_2a_ова́	дисковать
2	нсв_2a_ова́	штуковать
2	нсв_2a_ова́	матировать
2	нсв_2a_ова́	толковать
2	нсв_2a_ова́	дерновать
2	нсв_2a_ова́	публиковать
2	нсв_2a_ова́	трактовать
2	нсв_2a_ова́	бункеровать
2	нсв_2a_ова́	штурмовать
2	нсв_2a_ова́	фасовать
2	нсв_2a_ова́	контрактовать
2	нсв_2a_ова́	шельмовать
2	нсв_2a_ова́	простерилизовать
2	нсв_2a_ова́	стыковать
2	нсв_2a_ова́	патовать
2	нсв_2a_ова́	буккеровать
2	нсв_2a_ова́	шихтовать
2	нсв_2a_ова́	цинковать
2	нсв_2a_ова́	экзаменовать
2	нсв_2a_ова́	стоговать
2	нсв_2a_ова́	лакировать
2	нсв_2a_ова́	компоновать
2	нсв_2a_ова́	предзнаменовать
2	нсв_2a_ова́	электризовать
2	нсв_2a_ова́	гипсовать
2	нсв_2a_ова́	известковать
2	нсв_2a_ова́	знаменовать
2	нсв_2a_ова́	фаршировать
2	нсв_2a_ова́	квасцевать
2	нсв_2a_ова́	танцевать
2	нсв_2a_ова́	бороновать
2	нсв_2a_ова́	чаровать
2	нсв_2a_ова́	черенковать
2	нсв_2a_ова́	шредеровать
2	нсв_2a_ова́	зенковать
2	нсв_2a_ова́	пасовать¹
2	нсв_2a_ова́	сортировать
2	нсв_2a_ова́	швартовать
2	нсв_2a_ова́	шинковать¹
2	нсв_2a_ова́	воровать
2	нсв_2a_ова́	грунтовать
2	нсв_2a_ова́	рихтовать
2	нсв_2a_ова́	торговать
2	нсв_2a_ова́	браковать
2	нсв_2a_ова́	муштровать
2	нсв_2a_ова́	плюсовать
2	нсв_2a_ова́	шнуровать
2	нсв_2a_ова́	шлихтовать
2	нсв_2a_ова́	шифровать
2	нсв_2a_ова́	группировать
2	нсв_2a_ова́	стекловать
2	нсв_2a_ова́	калибровать
2	нсв_2a_ова́	спиртовать
2	нсв_2a_ова́	паковать
2	нсв_2a_ова́	матовать
2	нсв_2a_ова́	шаховать
2	нсв_2a_ова́	планировать
2	нсв_2a_ова́	комплектовать
2	нсв_2a_ова́	именовать
2	нсв_2a_ова́	брусовать
2	нсв_2a_ова́	плинтовать
2	нсв_2a_ова́	пломбировать
2	нсв_2a_ова́	благовествовать
2	нсв_2a_ова́	блинтовать
2	нсв_2a_ова́	крокировать
2	нсв_2a_ова́	бомбардировать
2	нсв_2a_ова́	ревновать
2	нсв_2a_ова́	интересовать
2	нсв_2a_ова́	клеровать
2	нсв_2a_ова́	линовать
2	нсв_2a_ова́	зенкеровать
2	нсв_2a_ова́	светловать
2	нсв_2a_ова́	сторновать
2	нсв_2a_ова́	шуровать
2	нсв_2a_ова́	пассеровать
2	нсв_2a_ова́	полировать
2	нсв_2a_ова́	волновать
2	нсв_2a_ова́	гравировать
2	нсв_2a_ова́	лицевать
2	нсв_2a_ова́	сачковать²
2	нсв_2a_ова́	ворсовать
2	нсв_2a_ова́	целовать
2	нсв_2a_ова́	торжествовать
2	нсв_2a_ова́	трамбовать
2	нсв_2a_ова́	шутковать
2	нсв_2a_ова́	торцевать
2	нсв_2a_ова́	шплинтовать
2	нсв_2a_ова́	пластовать
2	нсв_2a_ова́	цензуровать
2	нсв_2a_ова́	парковать
2	нсв_2a_ова́	фальцевать
2	нсв_2a_ова́	дрессировать
2	нсв_2a_ова́	полосовать
2	нсв_2a_ова́	зейгеровать
2	нсв_2a_ова́	штыковать
2	нсв_2a_ова́	футеровать
2	нсв_2a_ова́	гримировать
2	нсв_2a_ова́	баловать
2	нсв_2a_ова́	мариновать
2	нсв_2a_ова́	рифмовать
2	нсв_2a_ова́	титровать
2	нсв_2a_ова́	цапковать
2	нсв_2a_ова́	плиссировать
2	нсв_2a_ова́	фанеровать
2	нсв_2a_ова́	шпиговать
2	нсв_2a_ова́	фрезеровать
2	нсв_2a_ова́	винтовать
2	нсв_2a_ова́_R	спринцеваться
2	нсв_2a_ова́_R	парковаться
2	нсв_2a_ова́_R	рубцеваться
2	нсв_2a_ова́_R	тушеваться
2	нсв_2a_ова́_R	миловаться
2	нсв_2a_ова́_R	любоваться
2	нсв_2a_ова́_R	титуловаться
2	нсв_2a_ова́_R	красоваться
2	нсв_2a_ова́_R	электризоваться
2	нсв_2a_ова́_R	стажироваться
2	нсв_2a_ова́_R	интересоваться
2	нсв_2a_ова́_R	шлюзоваться
2	нсв_2a_ова́_R	контрактоваться
2	нсв_2a_ова́_R	согласоваться
2	нсв_2a_ова́_R	соревноваться
2	нсв_2a_ова́_R	тусоваться
2	нсв_2a_ова́_R	кантоваться
2	нсв_2a_ова́_R	рифмоваться
2	нсв_2a_ова́_R	пасоваться
2	нсв_2a_ова́_R	именоваться
2	нсв_2a_ова́_R	группироваться
2	нсв_2a_ова́_R	вербоваться
2	нсв_2a_ова́_R	драпироваться
2	нсв_2a_ова́_R	знаменоваться
2	нсв_2a_ова́_R	швартоваться
2	нсв_2a_ова́_R	стекловаться
2	нсв_2a_ова́_R	тренироваться
2	нсв_2a_ова́_R	пикироваться
2	нсв_2a_ова́_R	формоваться
2	нсв_2a_ова́_R	комплектоваться
2	нсв_2a_ова́_R	маскироваться
2	нсв_2a_ова́_R	гужеваться
2	нсв_2a_ова́_R	дивоваться
2	нсв_2a_ова́_R	рисоваться
2	нсв_2a_ова́_R	формироваться
2	нсв_2a_ова́_R	кучковаться
2	нсв_2a_ова́_R	гнездоваться
2	нсв_2a_ова́_R	бинтоваться
2	нсв_2a_ова́_R	шнуроваться
2	нсв_2a_ова́_R	страховаться
2	нсв_2a_ова́_R	чередоваться
2	нсв_2a_ова́_R	характеризоваться
2	нсв_2a_ова́_R	гримироваться
2	нсв_2a_ова́_R	бунтоваться
2	нсв_2a_ова́_R	торговаться
2	нсв_2a_ова́_R	экзаменоваться
2	нсв_2a_ова́_R	практиковаться
2	нсв_2a_ова́_R	бесноваться
2	нсв_2a_ова́_R	черенковаться
2	нсв_2a_ова́_R	баловаться
2	нсв_2a_ова́_R	мариноваться
2	нсв_2a_ова́_R	почковаться
2	нсв_2a_ова́_R	коксоваться
2	нсв_2a_ова́_R	стыковаться
2	нсв_2a_ова́_R	столоваться
2	нсв_2a_ова́_R	гофрироваться
2	нсв_2a_ова́_R	волноваться
2	нсв_2a_ова́_R	целоваться
2	нсв_2a_ова́_R_безл.	повествоваться
2	нсв_2a_ё_ова́	свежевать
2	нсв_2a_ё_ова́	пеклевать
2	нсв_2a_ё_ова́	тушевать
2	нсв_2a_ё_ова́	малевать
2	нсв_2a_ё_ова́	циклевать
2	нсв_2a_ё_ова́	межевать
2	нсв_2a_ё_ова́	шалевать
2	нсв_2a_ё_ова́	трелевать
2	нсв_2a_ё_ова́	калевать
2	нсв_2a_ё_ова́	шпаклевать
2	нсв_2a_ё_ова́	врачевать
2	нсв_2a_ё_ова́	корчевать
2	нсв_2a_ё_ова́	штемпелевать
2	нсв_2a_ё_ова́	килевать
2	нсв_2a_ё_ова́	бичевать¹
2	нсв_2a_ё_ова́	дрожжевать
2	нсв_2b	ковать
2	нсв_2b	сновать
2	нсв_2b	совать
2	нсв_2b_R	сноваться
2	нсв_2b_R	клеваться
2	нсв_2b_R	плеваться
2	нсв_2b_R	соваться
2	нсв_2b_ё	клевать
2	нсв_2b_ё	жевать
3	нсв_3b	гнуть
3	нсв_3b_R	гнуться
3	нсв_3c_R_имеется_деепр._(затрудн.)	тянуться
3	нсв_3c_имеется_деепр._(затрудн.)	тянуть
4	нсв_4a	мусолить
4	нсв_4a	найтовить
4	нсв_4a	треножить
4	нсв_4a	пузырить
4	нсв_4a	мерить
4	нсв_4a	ртутить
4	нсв_4a	муслить
4	нсв_4a	мочалить
4	нсв_4a	буравить
4	нсв_4a	пялить
4	нсв_4a	кургузить
4	нсв_4a	щерить
4	нсв_4a	гатить
4	нсв_4a	мурыжить
4	нсв_4a	супонить
4	нсв_4a	злобить
4	нсв_4a	шершавить
4	нсв_4a	крахмалить
4	нсв_4a	помнить
4	нсв_4a	беспокоить
4	нсв_4a	грабить
4	нсв_4a	пудрить
4	нсв_4a	перчить
4	нсв_4a	шпорить
4	нсв_4a	чеканить
4	нсв_4a	красить
4	нсв_4a	багрянить
4	нсв_4a	пиарить
4	нсв_4a	жмурить
4	нсв_4a	бучить
4	нсв_4a	баламутить
4	нсв_4a	экономить
4	нсв_4a	ссорить
4	нсв_4a	шпарить
4	нсв_4a	утюжить
4	нсв_4a	канифолить
4	нсв_4a	гофрить
4	нсв_4a	упружить
4	нсв_4a	долдонить
4	нсв_4a	толмачить
4	нсв_4a	холить
4	нсв_4a	мотыжить
4	нсв_4a	муравить
4	нсв_4a	школить
4	нсв_4a	ставить
4	нсв_4a	румянить
4	нсв_4a	плавить
4	нсв_4a	множить
4	нсв_4a	печалить
4	нсв_4a	сусалить
4	нсв_4a	паршивить
4	нсв_4a	булгачить
4	нсв_4a	корёжить
4	нсв_4a	мозолить
4	нсв_4a	стропилить
4	нсв_4a	сандалить
4	нсв_4a	гробить
4	нсв_4a	хохлить
4	нсв_4a	скорняжить
