@relation arabicReadingDifficulty

@attribute sentence_length NUMERIC
@attribute word_length NUMERIC
@attribute lexical_diversity NUMERIC
@attribute lexical_complexity NUMERIC
@attribute max_lexical_complexity NUMERIC
@attribute p95 NUMERIC
@attribute mean NUMERIC
@attribute median NUMERIC
@attribute noun NUMERIC
@attribute pron NUMERIC
@attribute verb NUMERIC
@attribute prep NUMERIC
@attribute part NUMERIC
@attribute conj NUMERIC
@attribute adv NUMERIC	
@attribute adj NUMERIC
@attribute difficulty {1.0, 2.0, 3.0, 4.0}

@data 
17.2,10.63953488372093,0.7790697674418605,0.0,0.0,1797539,278064.11627906974,21973.0,0.6511627906976745,0.06976744186046512,0.13953488372093023,0.08139534883720931,0.0,0.03488372093023256,0.0,0.023255813953488372,1.0
15.75,8.80952380952381,0.47619047619047616,0.0,0.0,3026782,315012.9193548387,22669.0,0.5873015873015873,0.015873015873015872,0.14285714285714285,0.1746031746031746,0.015873015873015872,0.015873015873015872,0.047619047619047616,0.0,1.0
9.0,9.055555555555555,0.9444444444444444,0.0,0.0,1016682,173121.88888888888,20037.0,0.4444444444444444,0.0,0.16666666666666666,0.16666666666666666,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,1.0
14.0,5.142857142857143,0.9285714285714286,0.0,0.0,3026782,513095.5,10012.0,0.5,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.0,0.0,0.0,0.07142857142857142,1.0
14.75,9.635593220338983,0.7796610169491526,0.0,0.0,3081347,425230.0170940171,26117.0,0.5169491525423728,0.05084745762711865,0.15254237288135594,0.13559322033898305,0.0,0.00847457627118644,0.00847457627118644,0.1271186440677966,2.0
14.1,5.6453900709219855,0.6808510638297872,0.0,0.0,3081347,519917.8439716312,46175.0,0.4326241134751773,0.07801418439716312,0.12056737588652482,0.16312056737588654,0.0,0.04964539007092199,0.02127659574468085,0.1276595744680851,2.0
15.571428571428571,5.844036697247707,0.6880733944954128,0.0,0.0,1238650,227882.58252427186,15421.0,0.6238532110091743,0.01834862385321101,0.10091743119266056,0.07339449541284404,0.009174311926605505,0.03669724770642202,0.0,0.13761467889908258,2.0
16.25,5.292307692307692,0.7692307692307693,0.0,0.0,3026782,433739.12903225806,27009.0,0.4461538461538462,0.046153846153846156,0.2,0.1076923076923077,0.015384615384615385,0.06153846153846154,0.0,0.12307692307692308,2.0
20.6,9.320388349514563,0.7475728155339806,0.0,0.0,3081347,474610.8686868687,36568.0,0.5242718446601942,0.038834951456310676,0.1262135922330097,0.13592233009708737,0.0,0.0,0.0,0.17475728155339806,2.0
27.4,10.364963503649635,0.6496350364963503,0.0,0.0,1797539,331150.6194029851,26125.0,0.45985401459854014,0.029197080291970802,0.1386861313868613,0.15328467153284672,0.0072992700729927005,0.043795620437956206,0.0,0.1678832116788321,2.0
7.090909090909091,9.564102564102564,0.6025641025641025,0.0,0.0,3081347,606457.3333333334,46555.0,0.5769230769230769,0.0,0.10256410256410256,0.21794871794871795,0.01282051282051282,0.01282051282051282,0.0,0.07692307692307693,2.0
8.5,8.411764705882353,0.9411764705882353,0.0,0.0,1016682,163996.17647058822,15478.0,0.47058823529411764,0.0,0.17647058823529413,0.17647058823529413,0.0,0.0,0.058823529411764705,0.11764705882352941,2.0
28.6,9.125874125874127,0.6783216783216783,0.0,0.0,3081347,453476.58914728684,35338.0,0.5524475524475524,0.04195804195804196,0.14685314685314685,0.11888111888111888,0.027972027972027972,0.027972027972027972,0.006993006993006993,0.06293706293706294,2.0
16.333333333333332,10.081632653061224,0.6428571428571429,0.0,0.0,3081347,492783.988372093,21530.0,0.5204081632653061,0.05102040816326531,0.07142857142857142,0.17346938775510204,0.01020408163265306,0.0,0.0,0.17346938775510204,2.0
20.2,10.306930693069306,0.7821782178217822,0.0,0.0,3026782,338303.3366336634,30230.0,0.5445544554455446,0.0,0.09900990099009901,0.13861386138613863,0.0297029702970297,0.039603960396039604,0.0,0.1485148514851485,2.0
21.0,10.333333333333334,0.7238095238095238,0.0,0.0,3026782,302618.48,19400.0,0.5523809523809524,0.05714285714285714,0.09523809523809523,0.0761904761904762,0.009523809523809525,0.01904761904761905,0.0,0.19047619047619047,2.0
26.0,9.91025641025641,0.7564102564102564,0.0,0.0,3026782,393043.9733333333,28047.0,0.5,0.02564102564102564,0.07692307692307693,0.1282051282051282,0.01282051282051282,0.038461538461538464,0.01282051282051282,0.20512820512820512,2.0
24.25,8.649484536082474,0.7216494845360825,0.0,0.0,3081347,518852.43298969074,52916.0,0.4536082474226804,0.07216494845360824,0.14432989690721648,0.13402061855670103,0.010309278350515464,0.07216494845360824,0.0,0.1134020618556701,2.0
30.75,10.707317073170731,0.7154471544715447,0.0,0.0,3026782,313696.3675213675,25340.0,0.5853658536585366,0.032520325203252036,0.07317073170731707,0.11382113821138211,0.008130081300813009,0.008130081300813009,0.0,0.17886178861788618,2.0
21.5,5.709302325581396,0.7325581395348837,0.0,0.0,3026782,387089.0,23802.0,0.5348837209302325,0.046511627906976744,0.11627906976744186,0.13953488372093023,0.011627906976744186,0.03488372093023256,0.0,0.11627906976744186,2.0
21.0,9.942857142857143,0.7333333333333333,0.0,0.0,1238650,317363.67647058825,56073.0,0.5238095238095238,0.06666666666666667,0.12380952380952381,0.09523809523809523,0.01904761904761905,0.047619047619047616,0.009523809523809525,0.11428571428571428,2.0
23.75,10.442105263157895,0.7263157894736842,0.0,0.0,3026782,376364.84210526315,32063.0,0.5473684210526316,0.05263157894736842,0.08421052631578947,0.11578947368421053,0.0,0.07368421052631578,0.0,0.12631578947368421,2.0
15.666666666666666,5.585106382978723,0.776595744680851,0.0,0.0,3026782,332168.13186813187,27067.0,0.5425531914893617,0.031914893617021274,0.1276595744680851,0.09574468085106383,0.02127659574468085,0.031914893617021274,0.02127659574468085,0.1276595744680851,2.0
21.2,9.518867924528301,0.6415094339622641,0.0,0.0,3081347,364051.5104166667,20086.0,0.6037735849056604,0.02830188679245283,0.11320754716981132,0.09433962264150944,0.018867924528301886,0.02830188679245283,0.0,0.10377358490566038,2.0
23.25,9.172043010752688,0.7634408602150538,0.0,0.0,3026782,362827.29032258067,32039.0,0.5268817204301075,0.021505376344086023,0.10752688172043011,0.12903225806451613,0.043010752688172046,0.043010752688172046,0.021505376344086023,0.10752688172043011,2.0
18.571428571428573,9.476923076923077,0.6153846153846154,0.0,0.0,3026782,377532.07692307694,39319.0,0.5384615384615384,0.03076923076923077,0.18461538461538463,0.13846153846153847,0.007692307692307693,0.038461538461538464,0.0,0.06153846153846154,2.0
30.0,9.444444444444445,0.8111111111111111,0.0,0.0,3081347,448210.2921348315,47535.0,0.43333333333333335,0.03333333333333333,0.16666666666666666,0.15555555555555556,0.03333333333333333,0.08888888888888889,0.011111111111111112,0.07777777777777778,2.0
22.0,9.806818181818182,0.6477272727272727,0.0,0.0,3026782,297438.46428571426,24541.0,0.5681818181818182,0.03409090909090909,0.07954545454545454,0.10227272727272728,0.0,0.045454545454545456,0.0,0.17045454545454544,2.0
37.666666666666664,8.955752212389381,0.6991150442477876,0.0,0.0,3026782,371956.58095238096,30281.0,0.6283185840707964,0.035398230088495575,0.10619469026548672,0.10619469026548672,0.017699115044247787,0.02654867256637168,0.017699115044247787,0.061946902654867256,2.0
19.0,9.284210526315789,0.6421052631578947,0.0,0.0,3026782,385549.79069767444,17099.0,0.5368421052631579,0.05263157894736842,0.09473684210526316,0.11578947368421053,0.0,0.031578947368421054,0.0,0.16842105263157894,2.0
12.4,9.435483870967742,0.6774193548387096,0.0,0.0,3026782,431623.0172413793,33301.0,0.5483870967741935,0.016129032258064516,0.11290322580645161,0.14516129032258066,0.0,0.06451612903225806,0.0,0.11290322580645161,2.0
26.0,10.346153846153847,0.7948717948717948,0.0,0.0,3026782,325441.7051282051,21036.0,0.6025641025641025,0.01282051282051282,0.14102564102564102,0.10256410256410256,0.0,0.05128205128205128,0.0,0.08974358974358974,2.0
32.0,9.4375,0.7604166666666666,0.0,0.0,3026782,401121.78723404254,31999.0,0.4479166666666667,0.020833333333333332,0.1875,0.11458333333333333,0.020833333333333332,0.08333333333333333,0.010416666666666666,0.11458333333333333,2.0
10.142857142857142,9.845070422535212,0.6619718309859155,0.0,0.0,3081347,499078.884057971,20656.0,0.5352112676056338,0.0,0.09859154929577464,0.16901408450704225,0.014084507042253521,0.028169014084507043,0.014084507042253521,0.14084507042253522,2.0
21.25,9.647058823529411,0.8,0.0,0.0,1797539,317900.4705882353,42642.0,0.6235294117647059,0.023529411764705882,0.12941176470588237,0.11764705882352941,0.023529411764705882,0.0,0.0,0.08235294117647059,2.0
25.666666666666668,9.857142857142858,0.7402597402597403,0.0,0.0,3026782,360000.4342105263,31770.0,0.5064935064935064,0.05194805194805195,0.15584415584415584,0.11688311688311688,0.012987012987012988,0.03896103896103896,0.0,0.11688311688311688,2.0
19.5,9.435897435897436,0.6282051282051282,0.0,0.0,3026782,482964.7972972973,51601.0,0.48717948717948717,0.038461538461538464,0.1282051282051282,0.14102564102564102,0.01282051282051282,0.0641025641025641,0.0,0.1282051282051282,2.0
20.6,8.844660194174757,0.6796116504854369,0.0,0.0,1238650,283519.5154639175,47535.0,0.5339805825242718,0.04854368932038835,0.1262135922330097,0.06796116504854369,0.019417475728155338,0.05825242718446602,0.0,0.14563106796116504,2.0
21.0,10.142857142857142,0.8571428571428571,0.0,0.0,1238650,184757.93975903615,16991.0,0.5595238095238095,0.023809523809523808,0.13095238095238096,0.05952380952380952,0.023809523809523808,0.03571428571428571,0.011904761904761904,0.15476190476190477,2.0
40.0,8.7875,0.7125,0.0,0.0,3026782,507002.0135135135,30536.0,0.5,0.0,0.125,0.1625,0.0125,0.05,0.0125,0.1375,2.0
9.444444444444445,9.423529411764706,0.8941176470588236,0.0,0.0,1797539,247783.77647058823,22075.0,0.6588235294117647,0.011764705882352941,0.07058823529411765,0.09411764705882353,0.023529411764705882,0.047058823529411764,0.0,0.09411764705882353,2.0
17.5,5.771428571428571,0.9142857142857143,0.0,0.0,3026782,370092.67647058825,35183.0,0.5142857142857142,0.02857142857142857,0.11428571428571428,0.14285714285714285,0.0,0.02857142857142857,0.02857142857142857,0.14285714285714285,2.0
23.25,9.903225806451612,0.7634408602150538,0.0,0.0,1797539,323812.5164835165,23743.0,0.4838709677419355,0.03225806451612903,0.13978494623655913,0.11827956989247312,0.0,0.053763440860215055,0.010752688172043012,0.16129032258064516,2.0
13.142857142857142,9.565217391304348,0.7608695652173914,0.0,0.0,3081347,422667.07608695654,30006.0,0.5760869565217391,0.0,0.08695652173913043,0.15217391304347827,0.0,0.021739130434782608,0.0,0.16304347826086957,2.0
32.333333333333336,9.762886597938145,0.7525773195876289,0.0,0.0,3026782,375833.4736842105,31054.0,0.5154639175257731,0.030927835051546393,0.14432989690721648,0.09278350515463918,0.020618556701030927,0.09278350515463918,0.0,0.10309278350515463,2.0
22.5,8.555555555555555,0.7333333333333333,0.0,0.0,3026782,314500.4222222222,40311.0,0.5333333333333333,0.03333333333333333,0.12222222222222222,0.1,0.05555555555555555,0.044444444444444446,0.011111111111111112,0.08888888888888889,2.0
25.8,10.147286821705427,0.7209302325581395,0.0,0.0,3081347,455174.4409448819,48230.0,0.4728682170542636,0.05426356589147287,0.13953488372093023,0.14728682170542637,0.023255813953488372,0.046511627906976744,0.007751937984496124,0.10852713178294573,2.0
20.666666666666668,10.887096774193548,0.8548387096774194,0.0,0.0,3026782,397984.0327868852,23440.0,0.5,0.03225806451612903,0.12903225806451613,0.12903225806451613,0.0,0.03225806451612903,0.0,0.1774193548387097,2.0
11.4,10.75438596491228,0.8070175438596491,0.0,0.0,3026782,503590.28301886795,25521.0,0.5614035087719298,0.017543859649122806,0.10526315789473684,0.15789473684210525,0.0,0.03508771929824561,0.0,0.12280701754385964,2.0
22.0,9.848484848484848,0.5909090909090909,0.0,0.0,3081347,578671.4912280702,22879.0,0.5151515151515151,0.015151515151515152,0.12121212121212122,0.19696969696969696,0.0,0.0,0.0,0.15151515151515152,2.0
21.5,9.55813953488372,0.6395348837209303,0.0,0.0,3026782,415894.88157894736,15898.0,0.5813953488372093,0.03488372093023256,0.10465116279069768,0.1511627906976744,0.0,0.0,0.0,0.12790697674418605,2.0
11.833333333333334,11.338028169014084,0.7323943661971831,0.0,0.0,1797539,250878.7605633803,20317.0,0.6056338028169014,0.028169014084507043,0.056338028169014086,0.09859154929577464,0.0,0.0,0.0,0.2112676056338028,2.0
25.666666666666668,9.922077922077921,0.7272727272727273,0.0,0.0,3081347,420304.86666666664,28167.0,0.5194805194805194,0.012987012987012988,0.15584415584415584,0.12987012987012986,0.0,0.03896103896103896,0.0,0.14285714285714285,2.0
21.75,8.60919540229885,0.6781609195402298,0.0,0.0,3081347,518744.17441860464,33289.0,0.4482758620689655,0.05747126436781609,0.12643678160919541,0.1724137931034483,0.022988505747126436,0.08045977011494253,0.011494252873563218,0.08045977011494253,2.0
23.5,9.48936170212766,0.6276595744680851,0.0,0.0,3026782,472580.5,37358.0,0.5106382978723404,0.031914893617021274,0.09574468085106383,0.18085106382978725,0.0,0.010638297872340425,0.0,0.1702127659574468,2.0
21.75,10.793103448275861,0.7126436781609196,0.0,0.0,3026782,324451.64705882355,20171.0,0.5057471264367817,0.022988505747126436,0.13793103448275862,0.09195402298850575,0.011494252873563218,0.034482758620689655,0.011494252873563218,0.1839080459770115,2.0
18.8,10.117021276595745,0.7446808510638298,0.0,0.0,3026782,419309.0681818182,18192.0,0.5,0.0425531914893617,0.0851063829787234,0.11702127659574468,0.0,0.0,0.0,0.2553191489361702,2.0
21.0,9.023809523809524,0.7857142857142857,0.0,0.0,1797539,313507.44,15478.0,0.5952380952380952,0.023809523809523808,0.13095238095238096,0.08333333333333333,0.011904761904761904,0.047619047619047616,0.0,0.10714285714285714,2.0
20.0,6.125,0.725,0.0,0.0,3081347,472514.85333333333,28215.0,0.4875,0.0625,0.1,0.1375,0.0,0.025,0.0,0.1875,2.0
11.833333333333334,10.47887323943662,0.8309859154929577,0.0,0.0,1797539,281073.1549295775,37137.0,0.6901408450704225,0.0,0.15492957746478872,0.09859154929577464,0.014084507042253521,0.028169014084507043,0.0,0.014084507042253521,2.0
23.0,9.804347826086957,0.717391304347826,0.0,0.0,3026782,395708.0333333333,25412.0,0.5978260869565217,0.03260869565217391,0.05434782608695652,0.11956521739130435,0.0,0.010869565217391304,0.0,0.18478260869565216,2.0
21.5,9.488372093023257,0.7558139534883721,0.0,0.0,3026782,403814.0975609756,36444.0,0.5232558139534884,0.023255813953488372,0.12790697674418605,0.1744186046511628,0.0,0.03488372093023256,0.03488372093023256,0.08139534883720931,2.0
25.75,10.194174757281553,0.5825242718446602,0.0,0.0,3026782,367325.6206896552,34290.0,0.5631067961165048,0.009708737864077669,0.0970873786407767,0.14563106796116504,0.019417475728155338,0.04854368932038835,0.009708737864077669,0.10679611650485436,2.0
21.0,9.607142857142858,0.7142857142857143,0.0,0.0,3026782,292085.825,26138.0,0.6309523809523809,0.023809523809523808,0.11904761904761904,0.09523809523809523,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.09523809523809523,2.0
24.5,9.275510204081632,0.7551020408163265,0.0,0.0,3026782,368257.25531914894,21926.0,0.5816326530612245,0.04081632653061224,0.1326530612244898,0.10204081632653061,0.01020408163265306,0.02040816326530612,0.0,0.11224489795918367,2.0
17.25,9.623188405797102,0.7391304347826086,0.0,0.0,3081347,435045.52173913043,31881.0,0.4782608695652174,0.014492753623188406,0.11594202898550725,0.17391304347826086,0.0,0.043478260869565216,0.014492753623188406,0.15942028985507245,2.0
23.666666666666668,9.577464788732394,0.7464788732394366,0.0,0.0,3026782,354168.7910447761,20862.0,0.5774647887323944,0.056338028169014086,0.07042253521126761,0.09859154929577464,0.0,0.014084507042253521,0.0,0.18309859154929578,2.0
18.25,10.013698630136986,0.7671232876712328,0.0,0.0,3026782,416442.09722222225,36855.0,0.4794520547945205,0.0410958904109589,0.1095890410958904,0.136986301369863,0.0136986301369863,0.0273972602739726,0.0,0.1917808219178082,2.0
24.0,9.458333333333334,0.875,0.0,0.0,3026782,302241.347826087,5291.0,0.375,0.041666666666666664,0.125,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333,0.25,2.0
17.333333333333332,9.826923076923077,0.8076923076923077,0.0,0.0,3026782,466133.76470588235,37137.0,0.4423076923076923,0.038461538461538464,0.19230769230769232,0.15384615384615385,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.07692307692307693,2.0
26.0,10.076923076923077,0.7884615384615384,0.0,0.0,3081347,536022.693877551,12080.0,0.5769230769230769,0.019230769230769232,0.057692307692307696,0.19230769230769232,0.0,0.0,0.0,0.15384615384615385,2.0
12.0,10.472222222222221,0.8888888888888888,0.0,0.0,3026782,401385.6176470588,25879.0,0.6944444444444444,0.0,0.08333333333333333,0.1388888888888889,0.0,0.027777777777777776,0.0,0.05555555555555555,2.0
22.666666666666668,9.602941176470589,0.6911764705882353,0.0,0.0,3026782,548576.625,45619.0,0.5882352941176471,0.07352941176470588,0.1323529411764706,0.14705882352941177,0.0,0.029411764705882353,0.0,0.029411764705882353,2.0
19.75,9.455696202531646,0.6962025316455697,0.0,0.0,3026782,390638.6388888889,18829.0,0.6962025316455697,0.0,0.0759493670886076,0.13924050632911392,0.0,0.012658227848101266,0.0,0.0759493670886076,2.0
22.666666666666668,9.514705882352942,0.7352941176470589,0.0,0.0,1797539,294223.4776119403,29679.0,0.4117647058823529,0.014705882352941176,0.17647058823529413,0.1323529411764706,0.029411764705882353,0.058823529411764705,0.014705882352941176,0.16176470588235295,2.0
19.666666666666668,11.152542372881356,0.7627118644067796,0.0,0.0,1797539,195869.77586206896,13255.0,0.6610169491525424,0.03389830508474576,0.15254237288135594,0.05084745762711865,0.0,0.0,0.0,0.1016949152542373,2.0
15.0,9.7,0.7,0.0,0.0,1238650,309453.0169491525,44887.0,0.48333333333333334,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.05,0.0,0.16666666666666666,2.0
23.0,8.304347826086957,0.6739130434782609,0.0,0.0,3026782,500084.1956521739,38334.0,0.44565217391304346,0.043478260869565216,0.13043478260869565,0.1956521739130435,0.0,0.03260869565217391,0.010869565217391304,0.14130434782608695,2.0
11.0,9.484848484848484,0.8181818181818182,0.0,0.0,3081347,360033.4393939394,23590.0,0.6363636363636364,0.015151515151515152,0.06060606060606061,0.12121212121212122,0.0,0.045454545454545456,0.0,0.12121212121212122,2.0
25.666666666666668,9.96103896103896,0.7792207792207793,0.0,0.0,3081347,504852.74647887325,27911.0,0.5844155844155844,0.05194805194805195,0.07792207792207792,0.14285714285714285,0.012987012987012988,0.0,0.012987012987012988,0.11688311688311688,2.0
11.0,10.833333333333334,0.803030303030303,0.0,0.0,1797539,259427.87692307692,15534.0,0.6212121212121212,0.015151515151515152,0.12121212121212122,0.12121212121212122,0.0,0.0,0.0,0.12121212121212122,2.0
14.333333333333334,10.883720930232558,0.7325581395348837,0.0,0.0,3026782,387976.04938271607,42007.0,0.5465116279069767,0.03488372093023256,0.046511627906976744,0.10465116279069768,0.0,0.08139534883720931,0.0,0.18604651162790697,2.0
11.25,9.61111111111111,0.7,0.0,0.0,3026782,368935.7126436782,31620.0,0.6,0.022222222222222223,0.08888888888888889,0.12222222222222222,0.0,0.044444444444444446,0.0,0.12222222222222222,2.0
8.666666666666666,9.471153846153847,0.6442307692307693,0.0,0.0,3081347,441991.7843137255,42874.0,0.5288461538461539,0.028846153846153848,0.11538461538461539,0.15384615384615385,0.019230769230769232,0.009615384615384616,0.028846153846153848,0.11538461538461539,2.0
31.666666666666668,9.578947368421053,0.7578947368421053,0.0,0.0,3026782,436389.3409090909,48294.0,0.49473684210526314,0.05263157894736842,0.12631578947368421,0.1368421052631579,0.021052631578947368,0.031578947368421054,0.0,0.1368421052631579,2.0
30.0,11.266666666666667,0.9666666666666667,0.0,0.0,3026782,392578.43333333335,24869.0,0.43333333333333335,0.03333333333333333,0.13333333333333333,0.2,0.0,0.03333333333333333,0.0,0.16666666666666666,2.0
19.0,8.5,0.868421052631579,0.0,0.0,3026782,534979.972972973,18085.0,0.5263157894736842,0.05263157894736842,0.13157894736842105,0.18421052631578946,0.0,0.02631578947368421,0.0,0.07894736842105263,2.0
17.0,10.676470588235293,0.7647058823529411,0.0,0.0,249412,156019.92592592593,15810.0,0.6764705882352942,0.0,0.058823529411764705,0.029411764705882353,0.0,0.0,0.0,0.23529411764705882,2.0
28.0,9.857142857142858,0.8571428571428571,0.0,0.0,697363,193168.44444444444,19001.0,0.5714285714285714,0.07142857142857142,0.17857142857142858,0.03571428571428571,0.0,0.03571428571428571,0.0,0.10714285714285714,2.0
20.666666666666668,9.693548387096774,0.7258064516129032,0.0,0.0,1238650,217471.38596491228,37163.0,0.5806451612903226,0.0,0.1935483870967742,0.08064516129032258,0.0,0.04838709677419355,0.0,0.0967741935483871,2.0
14.5,9.413793103448276,0.8275862068965517,0.0,0.0,3081347,488515.64285714284,19755.0,0.5172413793103449,0.034482758620689655,0.10344827586206896,0.1724137931034483,0.0,0.0,0.034482758620689655,0.13793103448275862,2.0
16.5,8.181818181818182,0.696969696969697,0.0,0.0,3026782,374245.6034482759,58518.0,0.5,0.015151515151515152,0.13636363636363635,0.12121212121212122,0.045454545454545456,0.030303030303030304,0.0,0.15151515151515152,2.0
17.333333333333332,9.01923076923077,0.6057692307692307,0.0,0.0,3026782,343998.56097560975,28914.0,0.6923076923076923,0.057692307692307696,0.08653846153846154,0.09615384615384616,0.0,0.009615384615384616,0.009615384615384616,0.04807692307692308,2.0
16.666666666666668,8.9,0.82,0.0,0.0,3081347,561688.5208333334,19918.0,0.54,0.06,0.12,0.16,0.0,0.02,0.0,0.1,2.0
21.5,9.593023255813954,0.7674418604651163,0.0,0.0,3026782,480839.9036144578,28431.0,0.5,0.046511627906976744,0.1511627906976744,0.1744186046511628,0.023255813953488372,0.03488372093023256,0.0,0.06976744186046512,2.0
21.0,9.369047619047619,0.6547619047619048,0.0,0.0,3026782,436972.0875,20673.0,0.5833333333333334,0.047619047619047616,0.047619047619047616,0.15476190476190477,0.011904761904761904,0.011904761904761904,0.0,0.14285714285714285,2.0
22.0,9.443181818181818,0.6818181818181818,0.0,0.0,3026782,342139.4942528736,36964.0,0.6136363636363636,0.06818181818181818,0.09090909090909091,0.09090909090909091,0.022727272727272728,0.03409090909090909,0.011363636363636364,0.06818181818181818,2.0
23.5,11.53191489361702,0.9148936170212766,0.0,0.0,3081347,375303.2173913043,23726.0,0.574468085106383,0.0425531914893617,0.0851063829787234,0.14893617021276595,0.02127659574468085,0.0,0.02127659574468085,0.10638297872340426,2.0
17.6,9.431818181818182,0.8295454545454546,0.0,0.0,3081347,402355.4318181818,37508.0,0.45454545454545453,0.056818181818181816,0.19318181818181818,0.10227272727272728,0.011363636363636364,0.056818181818181816,0.0,0.125,2.0
21.0,9.964285714285714,0.6904761904761905,0.0,0.0,1797539,327284.4578313253,42166.0,0.6071428571428571,0.07142857142857142,0.08333333333333333,0.09523809523809523,0.023809523809523808,0.03571428571428571,0.011904761904761904,0.07142857142857142,2.0
10.333333333333334,10.397849462365592,0.6021505376344086,0.0,0.0,3081347,503048.25274725276,20656.0,0.5483870967741935,0.021505376344086023,0.1827956989247312,0.17204301075268819,0.0,0.0,0.0,0.07526881720430108,2.0
36.333333333333336,9.064220183486238,0.6330275229357798,0.0,0.0,3081347,484726.64423076925,36261.0,0.5504587155963303,0.027522935779816515,0.06422018348623854,0.13761467889908258,0.0,0.027522935779816515,0.0,0.1926605504587156,2.0
27.75,10.18918918918919,0.7297297297297297,0.0,0.0,3026782,381680.25,22498.0,0.5675675675675675,0.04504504504504504,0.08108108108108109,0.1891891891891892,0.009009009009009009,0.0,0.0,0.10810810810810811,2.0
9.125,9.835616438356164,0.6575342465753424,0.0,0.0,3026782,332684.8695652174,25521.0,0.6027397260273972,0.0,0.1095890410958904,0.0958904109589041,0.0273972602739726,0.0136986301369863,0.0,0.1506849315068493,2.0
19.0,8.394736842105264,0.7105263157894737,0.0,0.0,3026782,441205.05263157893,47873.0,0.40789473684210525,0.013157894736842105,0.18421052631578946,0.15789473684210525,0.02631578947368421,0.10526315789473684,0.013157894736842105,0.09210526315789473,2.0
41.333333333333336,9.387096774193548,0.6693548387096774,0.0,0.0,3026782,457818.4672131148,31406.0,0.5403225806451613,0.024193548387096774,0.11290322580645161,0.13709677419354838,0.008064516129032258,0.08870967741935484,0.0,0.08870967741935484,2.0
16.6,11.542168674698795,0.6626506024096386,0.0,0.0,3026782,399662.4938271605,15370.0,0.5662650602409639,0.07228915662650602,0.0963855421686747,0.12048192771084337,0.0,0.060240963855421686,0.0,0.08433734939759036,2.0
30.333333333333332,9.076923076923077,0.7912087912087912,0.0,0.0,3081347,445559.5714285714,34248.0,0.5054945054945055,0.02197802197802198,0.12087912087912088,0.14285714285714285,0.0,0.03296703296703297,0.0,0.17582417582417584,2.0
